timestamp,sandboxLog,lambdaLog
477000,,"mid=10046.0 dyn_mean=10006.1 z=1.25 mom=-6.0 trend=0.13 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9323 peak=11245 dd=1922 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@10039(✓) ask@10053(✓) qty=10"
477100,,"mid=10046.0 dyn_mean=10006.2 z=1.25 mom=-6.0 trend=0.19 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9323 peak=11245 dd=1922 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@10039(✓) ask@10053(✓) qty=10"
477200,,"mid=10045.0 dyn_mean=10006.2 z=1.21 mom=-8.0 trend=0.06 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9411 peak=11245 dd=1834 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@10038(✓) ask@10052(✓) qty=10"
477300,,"mid=10046.0 dyn_mean=10006.2 z=1.24 mom=-8.0 trend=-0.13 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9323 peak=11245 dd=1922 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@10039(✓) ask@10053(✓) qty=10"
477400,,"mid=10045.0 dyn_mean=10006.3 z=1.21 mom=-8.0 trend=-0.34 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9411 peak=11245 dd=1834 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@10038(✓) ask@10052(✓) qty=10"
477500,,"mid=10045.0 dyn_mean=10006.3 z=1.21 mom=-8.0 trend=-0.27 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9411 peak=11245 dd=1834 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@10038(✓) ask@10052(✓) qty=10"
477600,,"mid=10046.0 dyn_mean=10006.3 z=1.24 mom=-11.0 trend=-0.34 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9323 peak=11245 dd=1922 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@10039(✓) ask@10053(✓) qty=10"
477700,,"mid=10044.0 dyn_mean=10006.4 z=1.18 mom=-11.0 trend=-0.47 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9499 peak=11245 dd=1746 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@10037(✓) ask@10051(✓) qty=10"
477800,,"mid=10044.0 dyn_mean=10006.4 z=1.17 mom=-11.0 trend=-0.69 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9499 peak=11245 dd=1746 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@10037(✓) ask@10051(✓) qty=10"
477900,,"mid=10045.0 dyn_mean=10006.5 z=1.20 mom=-10.0 trend=-0.85 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9411 peak=11245 dd=1834 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@10038(✓) ask@10052(✓) qty=10"
478000,,"mid=10049.0 dyn_mean=10006.5 z=1.33 mom=-7.0 trend=-0.41 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9059 peak=11245 dd=2186 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@10042(✓) ask@10056(✓) qty=10"
478100,,"mid=10048.0 dyn_mean=10006.5 z=1.30 mom=-6.0 trend=-0.48 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9147 peak=11245 dd=2098 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@10041(✓) ask@10055(✓) qty=10"
478200,,"mid=10050.0 dyn_mean=10006.6 z=1.36 mom=-3.0 trend=-0.41 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=8971 peak=11245 dd=2274 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@10043(✓) ask@10057(✓) qty=10"
478300,,"mid=10048.5 dyn_mean=10006.6 z=1.31 mom=-6.5 trend=-0.31 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9103 peak=11245 dd=2142 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@10042(✓) ask@10056(✓) qty=10"
478400,,"mid=10048.0 dyn_mean=10006.7 z=1.29 mom=-8.0 trend=-0.34 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9147 peak=11245 dd=2098 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@10041(✓) ask@10055(✓) qty=10"
478500,,"mid=10045.0 dyn_mean=10006.7 z=1.20 mom=-12.0 trend=-0.47 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9411 peak=11245 dd=1834 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@10038(✓) ask@10052(✓) qty=10"
478600,,"mid=10044.0 dyn_mean=10006.7 z=1.16 mom=-14.0 trend=-0.54 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9499 peak=11245 dd=1746 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@10037(✓) ask@10051(✓) qty=10"
478700,,"mid=10046.0 dyn_mean=10006.8 z=1.23 mom=-9.0 trend=-0.69 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9323 peak=11245 dd=1922 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@10039(✓) ask@10053(✓) qty=10"
478800,,"mid=10046.0 dyn_mean=10006.8 z=1.22 mom=-9.0 trend=-0.59 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9323 peak=11245 dd=1922 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@10039(✓) ask@10053(✓) qty=10"
478900,,"mid=10045.0 dyn_mean=10006.9 z=1.19 mom=-9.0 trend=-0.85 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9411 peak=11245 dd=1834 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@10037(✓) ask@10053(✓) qty=1"
479000,,"mid=10047.0 dyn_mean=10006.9 z=1.25 mom=-7.0 trend=-0.77 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9235 peak=11245 dd=2010 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@10039(✓) ask@10055(✓) qty=1"
479100,,"mid=10043.0 dyn_mean=10006.9 z=1.13 mom=-12.0 trend=-1.01 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9587 peak=11245 dd=1658 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@10035(✓) ask@10051(✓) qty=1"
479200,,"mid=10043.0 dyn_mean=10007.0 z=1.13 mom=-10.0 trend=-0.89 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9587 peak=11245 dd=1658 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@10035(✓) ask@10051(✓) qty=1"
479300,,"mid=10040.0 dyn_mean=10007.0 z=1.03 mom=-10.0 trend=-0.94 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9851 peak=11245 dd=1394 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@10032(✓) ask@10048(✓) qty=1"
479400,,"mid=10040.0 dyn_mean=10007.0 z=1.03 mom=-11.0 trend=-0.76 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9851 peak=11245 dd=1394 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10032(✓) ask@10048(✓) qty=1"
479500,,"mid=10043.0 dyn_mean=10007.1 z=1.12 mom=-9.0 trend=-0.93 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9587 peak=11245 dd=1658 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10035(✓) ask@10051(✓) qty=1"
479600,,"mid=10043.0 dyn_mean=10007.1 z=1.12 mom=-6.0 trend=-0.67 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9587 peak=11245 dd=1658 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10035(✓) ask@10051(✓) qty=1"
479700,,"mid=10044.0 dyn_mean=10007.2 z=1.15 mom=-5.0 trend=-0.67 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9499 peak=11245 dd=1746 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10036(✓) ask@10052(✓) qty=1"
479800,,"mid=10043.0 dyn_mean=10007.2 z=1.12 mom=-7.0 trend=-0.60 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9587 peak=11245 dd=1658 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10035(✓) ask@10051(✓) qty=1"
479900,,"mid=10043.0 dyn_mean=10007.2 z=1.12 mom=-3.0 trend=-0.60 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9587 peak=11245 dd=1658 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10035(✓) ask@10051(✓) qty=1"
480000,,"mid=10041.0 dyn_mean=10007.3 z=1.05 mom=-6.0 trend=-0.67 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9763 peak=11245 dd=1482 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10033(✓) ask@10049(✓) qty=1"
480100,,"mid=10039.0 dyn_mean=10007.3 z=0.99 mom=-6.0 trend=-0.48 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9939 peak=11245 dd=1306 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10031(✓) ask@10047(✓) qty=1"
480200,,"mid=10040.0 dyn_mean=10007.3 z=1.02 mom=-3.0 trend=-0.40 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9851 peak=11245 dd=1394 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10032(✓) ask@10048(✓) qty=1"
480300,,"mid=10037.5 dyn_mean=10007.4 z=0.94 mom=-5.5 trend=-0.58 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10071 peak=11245 dd=1174 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10030(✓) ask@10046(✓) qty=1"
480400,,"mid=10040.5 dyn_mean=10007.4 z=1.03 mom=-5.5 trend=-0.42 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9807 peak=11245 dd=1438 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10032(✓) ask@10048(✓) qty=1"
480500,,"mid=10040.0 dyn_mean=10007.4 z=1.02 mom=-9.0 trend=-0.38 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9851 peak=11245 dd=1394 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10032(✓) ask@10048(✓) qty=1"
480600,,"mid=10034.0 dyn_mean=10007.4 z=0.83 mom=-11.0 trend=-0.69 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10379 peak=11245 dd=866 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10026(✓) ask@10042(✓) qty=1"
480700,,"mid=10036.0 dyn_mean=10007.5 z=0.89 mom=-9.0 trend=-0.86 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10203 peak=11245 dd=1042 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10028(✓) ask@10044(✓) qty=1"
480800,,"mid=10039.0 dyn_mean=10007.5 z=0.98 mom=-4.0 trend=-0.63 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9939 peak=11245 dd=1306 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10031(✓) ask@10047(✓) qty=1"
480900,,"mid=10038.0 dyn_mean=10007.5 z=0.95 mom=-4.0 trend=-0.50 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10027 peak=11245 dd=1218 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10030(✓) ask@10046(✓) qty=1"
481000,,"mid=10037.5 dyn_mean=10007.6 z=0.94 mom=-4.5 trend=-0.53 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10071 peak=11245 dd=1174 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10030(✓) ask@10046(✓) qty=1"
481100,,"mid=10040.0 dyn_mean=10007.6 z=1.01 mom=-3.0 trend=-0.50 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=9851 peak=11245 dd=1394 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10032(✓) ask@10048(✓) qty=1"
481200,,"mid=10038.0 dyn_mean=10007.6 z=0.95 mom=-4.0 trend=-0.78 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10027 peak=11245 dd=1218 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10030(✓) ask@10046(✓) qty=1"
481300,,"mid=10035.0 dyn_mean=10007.7 z=0.85 mom=-6.0 trend=-0.75 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10291 peak=11245 dd=954 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10027(✓) ask@10043(✓) qty=1"
481400,,"mid=10033.0 dyn_mean=10007.7 z=0.79 mom=-10.0 trend=-0.78 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10467 peak=11245 dd=778 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10025(✓) ask@10041(✓) qty=1"
481500,,"mid=10032.0 dyn_mean=10007.7 z=0.76 mom=-9.0 trend=-0.78 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10555 peak=11245 dd=690 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10024(✓) ask@10040(✓) qty=1"
481600,,"mid=10030.0 dyn_mean=10007.7 z=0.70 mom=-12.0 trend=-1.07 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10731 peak=11245 dd=514 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10022(✓) ask@10038(✓) qty=1"
481700,,"mid=10032.0 dyn_mean=10007.8 z=0.76 mom=-12.0 trend=-0.99 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10555 peak=11245 dd=690 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10024(✓) ask@10040(✓) qty=1"
481800,,"mid=10028.0 dyn_mean=10007.8 z=0.63 mom=-16.0 trend=-1.29 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10907 peak=11245 dd=338 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10020(✓) ask@10036(✓) qty=1"
481900,,"mid=10030.0 dyn_mean=10007.8 z=0.69 mom=-15.0 trend=-1.08 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10731 peak=11245 dd=514 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10022(✓) ask@10038(✓) qty=1"
482000,,"mid=10029.0 dyn_mean=10007.8 z=0.66 mom=-17.0 trend=-1.15 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10819 peak=11245 dd=426 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10021(✓) ask@10037(✓) qty=1"
482100,,"mid=10031.0 dyn_mean=10007.8 z=0.72 mom=-14.0 trend=-0.94 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10643 peak=11245 dd=602 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10023(✓) ask@10039(✓) qty=1"
482200,,"mid=10030.0 dyn_mean=10007.9 z=0.69 mom=-11.5 trend=-1.07 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10731 peak=11245 dd=514 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10022(✓) ask@10038(✓) qty=1"
482300,,"mid=10031.0 dyn_mean=10007.9 z=0.72 mom=-10.0 trend=-0.94 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10643 peak=11245 dd=602 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10023(✓) ask@10039(✓) qty=1"
482400,,"mid=10033.0 dyn_mean=10007.9 z=0.78 mom=-8.5 trend=-0.80 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10467 peak=11245 dd=778 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10025(✓) ask@10041(✓) qty=1"
482500,,"mid=10029.5 dyn_mean=10007.9 z=0.67 mom=-11.5 trend=-1.07 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10775 peak=11245 dd=470 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10022(✓) ask@10038(✓) qty=1"
482600,,"mid=10032.0 dyn_mean=10008.0 z=0.75 mom=-7.0 trend=-0.77 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10555 peak=11245 dd=690 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10024(✓) ask@10040(✓) qty=1"
482700,,"mid=10032.0 dyn_mean=10008.0 z=0.75 mom=-4.0 trend=-0.77 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10555 peak=11245 dd=690 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10024(✓) ask@10040(✓) qty=1"
482800,,"mid=10034.0 dyn_mean=10008.0 z=0.81 mom=-1.0 trend=-0.70 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10379 peak=11245 dd=866 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10026(✓) ask@10042(✓) qty=1"
482900,,"mid=10034.0 dyn_mean=10008.0 z=0.81 mom=-1.0 trend=-0.99 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10379 peak=11245 dd=866 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10026(✓) ask@10042(✓) qty=1"
483000,,"mid=10037.0 dyn_mean=10008.1 z=0.90 mom=2.0 trend=-0.72 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10115 peak=11245 dd=1130 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10029(✓) ask@10045(✓) qty=1"
483100,,"mid=10037.0 dyn_mean=10008.1 z=0.90 mom=2.0 trend=-0.85 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10115 peak=11245 dd=1130 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10029(✓) ask@10045(✓) qty=1"
483200,,"mid=10036.0 dyn_mean=10008.1 z=0.87 mom=2.5 trend=-0.82 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-88 took=0 gap=58 cum_pnl=10203 peak=11245 dd=1042 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10028(✓) ask@10044(✓) qty=1"
483300,,"mid=10035.0 dyn_mean=10008.1 z=0.84 mom=0.0 trend=-0.86 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10291 peak=11245 dd=954 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10027(✓) ask@10043(✓) qty=1"
483400,,"mid=10031.0 dyn_mean=10008.2 z=0.71 mom=-6.0 trend=-0.91 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10619 peak=11245 dd=626 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10023(✓) ask@10039(✓) qty=1"
483500,,"mid=10034.0 dyn_mean=10008.2 z=0.81 mom=-3.0 trend=-0.64 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10373 peak=11245 dd=872 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10026(✓) ask@10042(✓) qty=1"
483600,,"mid=10033.0 dyn_mean=10008.2 z=0.77 mom=0.0 trend=-0.83 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10455 peak=11245 dd=790 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10025(✓) ask@10041(✓) qty=1"
483700,,"mid=10031.0 dyn_mean=10008.2 z=0.71 mom=-1.0 trend=-0.95 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10619 peak=11245 dd=626 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10023(✓) ask@10039(✓) qty=1"
483800,,"mid=10033.0 dyn_mean=10008.3 z=0.77 mom=0.0 trend=-0.76 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10455 peak=11245 dd=790 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10025(✓) ask@10041(✓) qty=1"
483900,,"mid=10035.0 dyn_mean=10008.3 z=0.83 mom=2.0 trend=-0.76 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10291 peak=11245 dd=954 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10027(✓) ask@10043(✓) qty=1"
484000,,"mid=10031.0 dyn_mean=10008.3 z=0.71 mom=-7.0 trend=-0.76 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10619 peak=11245 dd=626 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10023(✓) ask@10039(✓) qty=1"
484100,,"mid=10032.0 dyn_mean=10008.3 z=0.74 mom=-4.0 trend=-0.69 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10537 peak=11245 dd=708 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10024(✓) ask@10040(✓) qty=1"
484200,,"mid=10033.0 dyn_mean=10008.4 z=0.77 mom=-1.0 trend=-0.45 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10455 peak=11245 dd=790 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10025(✓) ask@10041(✓) qty=1"
484300,,"mid=10033.5 dyn_mean=10008.4 z=0.78 mom=-0.5 trend=-0.42 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10414 peak=11245 dd=831 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10026(✓) ask@10042(✓) qty=1"
484400,,"mid=10034.0 dyn_mean=10008.4 z=0.80 mom=-1.0 trend=-0.59 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10373 peak=11245 dd=872 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10026(✓) ask@10042(✓) qty=1"
484500,,"mid=10036.0 dyn_mean=10008.4 z=0.86 mom=1.0 trend=-0.45 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10209 peak=11245 dd=1036 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10028(✓) ask@10044(✓) qty=1"
484600,,"mid=10034.0 dyn_mean=10008.5 z=0.80 mom=-1.0 trend=-0.64 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10373 peak=11245 dd=872 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10026(✓) ask@10042(✓) qty=1"
484700,,"mid=10031.0 dyn_mean=10008.5 z=0.70 mom=-3.0 trend=-0.76 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10619 peak=11245 dd=626 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10023(✓) ask@10039(✓) qty=1"
484800,,"mid=10029.0 dyn_mean=10008.5 z=0.64 mom=-3.0 trend=-0.88 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10783 peak=11245 dd=462 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10021(✓) ask@10037(✓) qty=1"
484900,,"mid=10028.0 dyn_mean=10008.5 z=0.61 mom=-6.0 trend=-0.82 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10865 peak=11245 dd=380 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10020(✓) ask@10036(✓) qty=1"
485000,,"mid=10025.0 dyn_mean=10008.5 z=0.51 mom=-6.0 trend=-0.87 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=11111 peak=11245 dd=134 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10017(✓) ask@10033(✓) qty=1"
485100,,"mid=10026.0 dyn_mean=10008.6 z=0.54 mom=-8.0 trend=-0.87 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=11029 peak=11245 dd=216 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10018(✓) ask@10034(✓) qty=1"
485200,,"mid=10025.0 dyn_mean=10008.6 z=0.51 mom=-11.0 trend=-0.79 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=11111 peak=11245 dd=134 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10017(✓) ask@10033(✓) qty=1"
485300,,"mid=10025.0 dyn_mean=10008.6 z=0.51 mom=-14.0 trend=-1.00 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=11111 peak=11245 dd=134 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10017(✓) ask@10033(✓) qty=1"
485400,,"mid=10027.0 dyn_mean=10008.6 z=0.57 mom=-10.0 trend=-0.83 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10947 peak=11245 dd=298 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10019(✓) ask@10035(✓) qty=1"
485500,,"mid=10027.0 dyn_mean=10008.6 z=0.57 mom=-9.5 trend=-0.48 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-82 took=0 gap=52 cum_pnl=10947 peak=11245 dd=298 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@10019(✓) ask@10035(✓) qty=1"
